category,category_title,full_name,url,description,stars,language,license,pushed_at,triage_score,source
design_brand_uiux,"Design, Brand & UI/UX",excalidraw/excalidraw,https://github.com/excalidraw/excalidraw,Virtual whiteboard for sketching hand-drawn like diagrams,123893,,,2026-05-22T09:54:50Z,96.5,anchor_html
design_brand_uiux,"Design, Brand & UI/UX",shadcn-ui/ui,https://github.com/shadcn-ui/ui,"A set of beautifully-designed, accessible components and a code distribution platform. Works with your favorite frameworks. Open Source. Open Code.",114912,,,2026-05-23T07:15:46Z,96.1,anchor_html
design_brand_uiux,"Design, Brand & UI/UX",storybookjs/storybook,https://github.com/storybookjs/storybook,"Storybook is the industry standard workshop for building, documenting, and testing UI components in isolation",90067,,,2026-05-23T08:29:09Z,94.9,anchor_html
design_brand_uiux,"Design, Brand & UI/UX",nexu-io/open-design,https://github.com/nexu-io/open-design,"🎨 Local-first, open-source Claude Design alternative. ⚡ 19 Skills · ✨ 71 brand-grade Design Systems 🖼 Generate web · desktop · mobile pro…",50457,TypeScript,,2026-05-23T15:30:00Z,92.0,search_html+anchor
design_brand_uiux,"Design, Brand & UI/UX",penpot/penpot,https://github.com/penpot/penpot,Penpot: The open-source design tool for design and code collaboration,48275,,,2026-05-23T15:18:30Z,91.8,anchor_html
design_brand_uiux,"Design, Brand & UI/UX",tldraw/tldraw,https://github.com/tldraw/tldraw,very good whiteboard infinite canvas SDK. Contribute to tldraw/tldraw development by creating an account on GitHub.,47179,,,2026-05-22T14:53:19Z,91.7,anchor_html
design_brand_uiux,"Design, Brand & UI/UX",bradtraversy/design-resources-for-developers,https://github.com/bradtraversy/design-resources-for-developers,"Curated list of design and UI resources from stock photos, web templates, CSS frameworks, UI libraries, tools and much more",65707,,,2026-04-13T10:23:00Z,89.6,search_html
design_brand_uiux,"Design, Brand & UI/UX",OpenCoworkAI/open-codesign,https://github.com/OpenCoworkAI/open-codesign,"Open-source Claude Design alternative. One-click import your Claude Code / Codex API key. Prompt → prototype / slides / PDF. Multi-model (Claude, GPT, Gemini, Kimi, GLM, Ollama). BYOK, local-first, MIT.",6336,,,2026-05-23T09:49:17Z,81.7,anchor_html
design_brand_uiux,"Design, Brand & UI/UX",Vrun-design/openflowkit,https://github.com/Vrun-design/openflowkit,"100% Free, Open-source local-first AI diagramming for architecture diagrams and flowcharts with animated exports.",556,,,2026-05-13T17:06:12Z,69.5,anchor_html
sales_crm_lead_generation,"Sales, CRM & Lead Generation",twentyhq/twenty,https://github.com/twentyhq/twenty,"The open alternative to Salesforce, designed for AI.",46065,,,2026-05-23T16:03:45Z,91.6,anchor_html
sales_crm_lead_generation,"Sales, CRM & Lead Generation",frappe/erpnext,https://github.com/frappe/erpnext,Free and Open Source Enterprise Resource Planning (ERP),34909,,,2026-05-23T10:30:13Z,90.2,anchor_html
sales_crm_lead_generation,"Sales, CRM & Lead Generation",monicahq/monica,https://github.com/monicahq/monica,"Personal CRM. Remember everything about your friends, family and business relationships.",24670,,,2026-03-30T20:39:36Z,84.7,anchor_html
sales_crm_lead_generation,"Sales, CRM & Lead Generation",EspoCRM/EspoCRM,https://github.com/EspoCRM/EspoCRM,EspoCRM – Open Source CRM Application. Contribute to espocrm/espocrm development by creating an account on GitHub.,2975,,,2026-05-23T13:07:38Z,77.9,anchor_html
sales_crm_lead_generation,"Sales, CRM & Lead Generation",salesagility/SuiteCRM,https://github.com/salesagility/SuiteCRM,SuiteCRM - Open source CRM for the world. Contribute to SuiteCRM/SuiteCRM development by creating an account on GitHub.,5455,,,2026-03-19T10:43:27Z,72.2,anchor_html
fundraising_investor_relations,"Fundraising, Investor Relations & Startup Ops",OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,"Financial data platform for analysts, quants and AI agents.",67984,,,2026-05-20T22:32:44Z,93.5,anchor_html
fundraising_investor_relations,"Fundraising, Investor Relations & Startup Ops",impress-org/givewp,https://github.com/impress-org/givewp,GiveWP - The #1 Donation Plugin for WordPress. Easily accept donations and fundraise using your WordPress website.,365,,,2026-05-19T20:25:27Z,67.4,anchor_html
fundraising_investor_relations,"Fundraising, Investor Relations & Startup Ops",houdiniproject/houdini,https://github.com/houdiniproject/houdini,Free and open source fundraising infrastructure for nonprofits and NGOs,231,,,2026-05-19T15:03:04Z,65.2,anchor_html
fundraising_investor_relations,"Fundraising, Investor Relations & Startup Ops",Open-Cap-Table-Coalition/Open-Cap-Format-OCF,https://github.com/Open-Cap-Table-Coalition/Open-Cap-Format-OCF,Open Cap Format (OCF) - The Open Source Company Capitalization Data Standard. OCF can be used to structure and track the complex data structures necessary to build and maintain accurate capitalization (cap) tables.,179,,,2026-05-20T15:33:06Z,63.9,anchor_html
fundraising_investor_relations,"Fundraising, Investor Relations & Startup Ops",wc-donation/wc-donation-platform,https://github.com/wc-donation/wc-donation-platform,"Donation Platform for WooCommerce unleashes the power of WooCommerce for your online fundraising, crowdfunding & crowdsponsoring",62,,,2026-05-23T12:25:35Z,58.7,anchor_html
fundraising_investor_relations,"Fundraising, Investor Relations & Startup Ops",captableinc/captable,https://github.com/captableinc/captable,"#1 Open-Source Captable, an alternative to Carta, Pully, Angelist and others.",806,,,2025-06-04T06:37:32Z,57.6,anchor_html
accounting_finance_erp,"Accounting, Finance & ERP",frappe/erpnext,https://github.com/frappe/erpnext,Free and Open Source Enterprise Resource Planning (ERP),34909,Python,,2026-05-23T10:30:00Z,90.2,search_html+anchor
accounting_finance_erp,"Accounting, Finance & ERP",actualbudget/actual,https://github.com/actualbudget/actual,A local-first personal finance app. Contribute to actualbudget/actual development by creating an account on GitHub.,26594,,,2026-05-23T14:37:29Z,88.8,anchor_html
accounting_finance_erp,"Accounting, Finance & ERP",odoo/odoo,https://github.com/odoo/odoo,Odoo. Open Source Apps To Grow Your Business. Contribute to odoo/odoo development by creating an account on GitHub.,51371,,,2026-04-22T10:11:04Z,88.4,anchor_html
accounting_finance_erp,"Accounting, Finance & ERP",firefly-iii/firefly-iii,https://github.com/firefly-iii/firefly-iii,Firefly III: a personal finances manager. Contribute to firefly-iii/firefly-iii development by creating an account on GitHub.,23372,,,2026-05-21T17:04:23Z,88.2,anchor_html
accounting_finance_erp,"Accounting, Finance & ERP",aureuserp/aureuserp,https://github.com/aureuserp/aureuserp,Free and Open Source ERP platform,10611,PHP,,2026-05-21T08:10:00Z,84.2,search_html
accounting_finance_erp,"Accounting, Finance & ERP",idurar/idurar-erp-crm,https://github.com/idurar/idurar-erp-crm,Free Open Source ERP CRM Software Accounting Invoicing | Node Js React,8415,JavaScript,,2026-05-12T12:32:00Z,83.1,search_html
accounting_finance_erp,"Accounting, Finance & ERP",Dolibarr/dolibarr,https://github.com/Dolibarr/dolibarr,"Dolibarr ERP CRM is a modern software package to manage your company or foundation's activity (contacts, suppliers, invoices, orders, sto…",7233,PHP,,2026-05-23T02:14:00Z,82.3,search_html
accounting_finance_erp,"Accounting, Finance & ERP",ever-co/ever-gauzy,https://github.com/ever-co/ever-gauzy,Ever® Gauzy™ - Open Business Management Platform (ERP/CRM/HRM/ATS/PM) - https://gauzy.co,3700,TypeScript,,2026-05-22T13:46:00Z,79.0,search_html
accounting_finance_erp,"Accounting, Finance & ERP",maybe-finance/maybe,https://github.com/maybe-finance/maybe,The personal finance app for everyone. Contribute to maybe-finance/maybe development by creating an account on GitHub.,54134,,,2025-07-24T22:05:26Z,78.6,anchor_html
accounting_finance_erp,"Accounting, Finance & ERP",invoiceplane/InvoicePlane,https://github.com/invoiceplane/InvoicePlane,"A self-hosted open source application for managing your invoices, clients and payments. - InvoicePlane/InvoicePlane",3051,,,2026-05-23T14:31:57Z,78.0,anchor_html
legal_contracts_compliance,"Legal, Contracts & Compliance",docusealco/docuseal,https://github.com/docusealco/docuseal,"Open source DocuSign alternative. Create, fill, and sign digital documents ✍️",16893,,,2026-05-18T11:24:51Z,86.6,anchor_html
legal_contracts_compliance,"Legal, Contracts & Compliance",prowler-cloud/prowler,https://github.com/prowler-cloud/prowler,Prowler is the world’s most widely used open-source cloud security platform that automates security and compliance across any cloud envir…,13863,Python,,2026-05-23T13:11:00Z,85.6,search_html+anchor
legal_contracts_compliance,"Legal, Contracts & Compliance",documenso/documenso,https://github.com/documenso/documenso,The Open Source DocuSign Alternative. Contribute to documenso/documenso development by creating an account on GitHub.,12929,,,2026-05-22T04:41:38Z,85.2,anchor_html
legal_contracts_compliance,"Legal, Contracts & Compliance",OpenSignLabs/OpenSign,https://github.com/OpenSignLabs/OpenSign,🔥 The free & Open Source DocuSign alternative,6424,JavaScript,,2026-05-22T15:33:00Z,81.7,search_html+anchor
legal_contracts_compliance,"Legal, Contracts & Compliance",opengovsg/FormSG,https://github.com/opengovsg/FormSG,Form builder for the Singapore Government. Contribute to opengovsg/FormSG development by creating an account on GitHub.,352,,,2026-05-22T07:58:58Z,67.3,anchor_html
legal_contracts_compliance,"Legal, Contracts & Compliance",accordproject/template-archive,https://github.com/accordproject/template-archive,Smart Legal Contracts & Templating System. Contribute to accordproject/template-archive development by creating an account on GitHub.,345,,,2026-05-23T07:23:12Z,67.2,anchor_html
legal_contracts_compliance,"Legal, Contracts & Compliance",Open-Cap-Table-Coalition/Open-Cap-Format-OCF,https://github.com/Open-Cap-Table-Coalition/Open-Cap-Format-OCF,Open Cap Format (OCF) - The Open Source Company Capitalization Data Standard. OCF can be used to structure and track the complex data structures necessary to build and maintain accurate capitalization (cap) tables.,179,,,2026-05-20T15:33:06Z,63.9,anchor_html
legal_contracts_compliance,"Legal, Contracts & Compliance",gorkem-bwl/atlas,https://github.com/gorkem-bwl/atlas,"Self-hosted business platform with CRM, HRM, invoices, projects, e-signatures, calendar, drive, docs, drawing, and tasks. Multi-tenant, 5…",156,TypeScript,,2026-05-22T14:28:00Z,63.2,search_html
analytics_bi_reporting,"Analytics, BI & Reporting",grafana/grafana,https://github.com/grafana/grafana,"The open and composable observability and data visualization platform. Visualize metrics, logs, and traces from multiple sources like Prometheus, Loki, Elasticsearch, InfluxDB, Postgres and many more.",73953,,,2026-05-23T11:41:36Z,93.9,anchor_html
analytics_bi_reporting,"Analytics, BI & Reporting",apache/superset,https://github.com/apache/superset,Apache Superset is a Data Visualization and Data Exploration Platform,72965,,,2026-05-23T14:49:42Z,93.9,anchor_html
analytics_bi_reporting,"Analytics, BI & Reporting",metabase/metabase,https://github.com/metabase/metabase,The easy-to-use open source Business Intelligence and Embedded Analytics tool that lets everyone work with data :bar_chart:,47421,,,2026-05-23T15:35:07Z,91.7,anchor_html
analytics_bi_reporting,"Analytics, BI & Reporting",PostHog/posthog,https://github.com/PostHog/posthog,"🦔 PostHog is an all-in-one developer platform for building successful products. We offer product analytics, web analytics, session replay, error tracking, feature flags, experimentation, surveys, data warehouse, a CDP, and an AI product assistant to help debug your code, ship features faster, and keep all your usage and customer data in one stack.",34657,,,2026-05-23T15:48:51Z,90.1,anchor_html
analytics_bi_reporting,"Analytics, BI & Reporting",getredash/redash,https://github.com/getredash/redash,"Make Your Company Data Driven. Connect to any data source, easily visualize, dashboard and share your data.",28591,,,2026-05-01T01:11:33Z,85.4,anchor_html
customer_support_success,Customer Support & Success,chatwoot/chatwoot,https://github.com/chatwoot/chatwoot,"Open-source live-chat, email support, omni-channel desk. An alternative to Intercom, Zendesk, Salesforce Service Cloud etc. 🔥💬",29666,,,2026-05-23T10:02:21Z,89.4,anchor_html
customer_support_success,Customer Support & Success,zammad/zammad,https://github.com/zammad/zammad,Zammad is a web based open source helpdesk/customer support system.,5627,,,2026-05-21T07:16:31Z,81.1,anchor_html
customer_support_success,Customer Support & Success,freescout-helpdesk/freescout,https://github.com/freescout-helpdesk/freescout,FreeScout — Free self-hosted help desk & shared mailbox (Zendesk / Help Scout alternative) - freescout-help-desk/freescout,4277,,,2026-05-23T05:42:27Z,79.7,anchor_html
customer_support_success,Customer Support & Success,frappe/helpdesk,https://github.com/frappe/helpdesk,"Modern, Streamlined, Free and Open Source Customer Service Software",3153,,,2026-05-21T08:37:46Z,78.2,anchor_html
customer_support_success,Customer Support & Success,uvdesk/community-skeleton,https://github.com/uvdesk/community-skeleton,"UVdesk Open Source Community Helpdesk is a comprehensive ticketing support system designed for everyone, offering robust features to streamline customer support and collaboration.",18679,,,2025-09-19T12:18:08Z,73.3,anchor_html
customer_support_success,Customer Support & Success,helpyio/helpy,https://github.com/helpyio/helpy,"Helpy is a modern, open source helpdesk customer support application. Features include knowledgebase, community discussions and support tickets integrated with email.",2482,,,2023-03-08T21:42:10Z,58.2,anchor_html
customer_support_success,Customer Support & Success,crisp-im/crisp-sdk-web,https://github.com/crisp-im/crisp-sdk-web,":package: Include the Crisp chat widget from using frameworks such as React, VueJS, Angular...",52,,,2026-04-21T16:30:34Z,54.1,anchor_html
product_management_feedback,"Product Management, Roadmaps & Feedback",makeplane/plane,https://github.com/makeplane/plane,"🔥🔥🔥 Open-source Jira, Linear, Monday, and ClickUp alternative. Plane is a modern project management platform to manage tasks, sprints, docs, and triage.",49602,,,2026-05-19T10:12:31Z,91.9,anchor_html
product_management_feedback,"Product Management, Roadmaps & Feedback",getfider/fider,https://github.com/getfider/fider,Open platform to collect and prioritize feedback. Contribute to getfider/fider development by creating an account on GitHub.,4324,,,2026-05-22T05:33:30Z,79.8,anchor_html
product_management_feedback,"Product Management, Roadmaps & Feedback",logchimp/logchimp,https://github.com/logchimp/logchimp,"🔥 🔥 🔥 Open Source Canny, ProductBoard, UserJot Alternative. Track your customers feedback to build better products with LogChimp. ⭐️ Star to support our work!",1091,,,2026-05-21T21:04:56Z,72.9,anchor_html
product_management_feedback,"Product Management, Roadmaps & Feedback",QuackbackIO/quackback,https://github.com/QuackbackIO/quackback,"Open source alternative to Canny, UserVoice, Productboard",101,,,2026-05-21T13:32:26Z,61.1,anchor_html
product_management_feedback,"Product Management, Roadmaps & Feedback",rowyio/roadmap,https://github.com/rowyio/roadmap,Roadmap voting app for sharing product plan and get customer feedback. - buildship-ai/roadmap,265,,,2023-01-26T00:04:42Z,47.1,anchor_html
ecommerce_payments_revenue,"E-commerce, Payments & Revenue",medusajs/medusa,https://github.com/medusajs/medusa,The world's most flexible commerce platform. Contribute to medusajs/medusa development by creating an account on GitHub.,33888,,,2026-05-22T15:26:16Z,90.0,anchor_html
ecommerce_payments_revenue,"E-commerce, Payments & Revenue",bagisto/bagisto,https://github.com/bagisto/bagisto,Free and open source laravel eCommerce platform. Contribute to bagisto/bagisto development by creating an account on GitHub.,26891,,,2026-05-20T09:10:56Z,88.9,anchor_html
ecommerce_payments_revenue,"E-commerce, Payments & Revenue",saleor/saleor,https://github.com/saleor/saleor,"Saleor Core: the high performance, composable, headless commerce API.",22920,,,2026-05-22T11:52:54Z,88.1,anchor_html
ecommerce_payments_revenue,"E-commerce, Payments & Revenue",calcom/cal.com,https://github.com/calcom/cal.com,Scheduling infrastructure for absolutely everyone. - calcom/cal.diy,44405,,,2026-04-22T15:23:22Z,87.6,anchor_html
ecommerce_payments_revenue,"E-commerce, Payments & Revenue",spree/spree,https://github.com/spree/spree,"Open-source headless eCommerce platform with REST API, TypeScript SDK, and Next.js storefront for cross-border, B2B or marketplace eComme…",15429,Ruby,,2026-05-23T08:37:00Z,86.1,search_html+anchor
ecommerce_payments_revenue,"E-commerce, Payments & Revenue",woocommerce/woocommerce,https://github.com/woocommerce/woocommerce,"A customizable, open-source ecommerce platform built on WordPress. Build any commerce solution you can imagine.",10306,,,2026-05-22T21:01:21Z,84.1,anchor_html
ecommerce_payments_revenue,"E-commerce, Payments & Revenue",Sylius/Sylius,https://github.com/Sylius/Sylius,Headless open-source eCommerce platform on top of PHP/Symfony/API Platform,8474,,,2026-05-23T03:06:35Z,83.1,anchor_html
ecommerce_payments_revenue,"E-commerce, Payments & Revenue",vendure-ecommerce/vendure,https://github.com/vendure-ecommerce/vendure,"Open source headless commerce framework built with TypeScript, NestJS, React and GraphQL - vendurehq/vendure",8147,,,2026-05-22T14:47:49Z,82.9,anchor_html
ecommerce_payments_revenue,"E-commerce, Payments & Revenue",btcpayserver/btcpayserver,https://github.com/btcpayserver/btcpayserver,"Accept Bitcoin payments. Free, open-source & self-hosted, Bitcoin payment processor.",7578,,,2026-05-19T00:13:10Z,82.6,anchor_html
ecommerce_payments_revenue,"E-commerce, Payments & Revenue",KillBill/killbill,https://github.com/KillBill/killbill,Open-Source Subscription Billing & Payments Platform - killbill/killbill,5550,,,2026-05-22T17:12:35Z,81.0,anchor_html
hr_recruiting_people_ops,"HR, Recruiting & People Ops",frappe/hrms,https://github.com/frappe/hrms,Open Source HR and Payroll Software. Contribute to frappe/hrms development by creating an account on GitHub.,7999,,,2026-05-23T13:54:10Z,82.8,anchor_html
hr_recruiting_people_ops,"HR, Recruiting & People Ops",ever-co/ever-gauzy,https://github.com/ever-co/ever-gauzy,Ever® Gauzy™ - Open Business Management Platform (ERP/CRM/HRM/ATS/PM) - https://gauzy.co,3700,,,2026-05-22T13:46:55Z,79.0,anchor_html
hr_recruiting_people_ops,"HR, Recruiting & People Ops",horilla/horilla-hr,https://github.com/horilla/horilla-hr,Horilla is a free and open source HR and CRM software.,1226,HTML,,2026-05-23T14:26:00Z,73.5,search_html+anchor
hr_recruiting_people_ops,"HR, Recruiting & People Ops",opencats/OpenCATS,https://github.com/opencats/OpenCATS,Open-source applicant tracking system (ATS) and recruitment CRM for staffing agencies and hiring teams.,681,,,2026-05-20T20:55:22Z,70.5,anchor_html
hr_recruiting_people_ops,"HR, Recruiting & People Ops",profilecity/vidur,https://github.com/profilecity/vidur,[WIP] OpenSource ATS. Contribute to profilecity/vidur development by creating an account on GitHub.,428,,,2026-04-07T06:05:41Z,64.5,anchor_html
hr_recruiting_people_ops,"HR, Recruiting & People Ops",reqcore-inc/reqcore,https://github.com/reqcore-inc/reqcore,The open-source applicant tracking system. Contribute to reqcore-inc/reqcore development by creating an account on GitHub.,29,,,2026-05-23T14:47:41Z,55.0,anchor_html
hr_recruiting_people_ops,"HR, Recruiting & People Ops",freeats/freeats,https://github.com/freeats/freeats,Contribute to freeats/freeats development by creating an account on GitHub.,46,,,2025-06-09T11:23:25Z,43.5,anchor_html
operations_project_management,"Operations, Project Management & Internal Tools",makeplane/plane,https://github.com/makeplane/plane,"🔥🔥🔥 Open-source Jira, Linear, Monday, and ClickUp alternative. Plane is a modern project management platform to manage tasks, sprints, docs, and triage.",49602,,,2026-05-19T10:12:31Z,91.9,anchor_html
operations_project_management,"Operations, Project Management & Internal Tools",appsmithorg/appsmith,https://github.com/appsmithorg/appsmith,"Platform to build admin panels, internal tools, and dashboards. Integrates with 25+ databases and any API.",39887,,,2026-05-22T21:32:12Z,90.8,anchor_html
operations_project_management,"Operations, Project Management & Internal Tools",ToolJet/ToolJet,https://github.com/ToolJet/ToolJet,"ToolJet is the open-source foundation of ToolJet AI - the enterprise app generation platform for building internal tools, dashboard, business applications, workflows and AI agents 🚀",37930,,,2026-05-22T16:58:40Z,90.6,anchor_html
operations_project_management,"Operations, Project Management & Internal Tools",Budibase/budibase,https://github.com/Budibase/budibase,"AI agents, automations and apps that run your operations. Model agnostic.",27943,,,2026-05-22T13:12:35Z,89.1,anchor_html
operations_project_management,"Operations, Project Management & Internal Tools",taigaio/taiga,https://github.com/taigaio/taiga,Taiga is a free and open-source project management for cross-functional agile teams. - kaleidos-ventures/taiga,559,,,2023-12-13T09:37:30Z,50.8,anchor_html
automation_workflows_nocode,"Automation, Workflows & No-code",n8n-io/n8n,https://github.com/n8n-io/n8n,"Fair-code workflow automation platform with native AI capabilities. Combine visual building with custom code, self-host or cloud, 400+ integrations.",189383,,,2026-05-23T14:04:40Z,98.6,anchor_html
automation_workflows_nocode,"Automation, Workflows & No-code",huginn/huginn,https://github.com/huginn/huginn,Create agents that monitor and act on your behalf.  Your agents are standing by!,49320,,,2026-05-23T16:13:19Z,91.9,anchor_html
automation_workflows_nocode,"Automation, Workflows & No-code",NaiboWang/EasySpider,https://github.com/NaiboWang/EasySpider,A visual no-code/code-free web crawler/spider易采集：一个可视化浏览器自动化测试/数据采集/网页爬虫软件，可以无代码图形化的设计和执行爬虫任务。别名：ServiceWrapper面向Web应用的智能化服务封装系统。,43857,JavaScript,,2026-05-22T11:59:00Z,91.3,search_html
automation_workflows_nocode,"Automation, Workflows & No-code",activepieces/activepieces,https://github.com/activepieces/activepieces,AI Agents & MCPs & AI Workflow Automation • (~400 MCP servers for AI agents) • AI Automation / AI Agent with MCPs • AI Workflows & AI Agents • MCPs for AI Agents,22369,,,2026-05-23T13:32:14Z,88.0,anchor_html
automation_workflows_nocode,"Automation, Workflows & No-code",windmill-labs/windmill,https://github.com/windmill-labs/windmill,"Open-source developer platform to power your entire infra and turn scripts into webhooks, workflows and UIs. Fastest workflow engine (13x vs Airflow). Open-source alternative to Retool and Temporal.",16557,,,2026-05-22T21:36:13Z,86.5,anchor_html
automation_workflows_nocode,"Automation, Workflows & No-code",automatisch/automatisch,https://github.com/automatisch/automatisch,The open source Zapier alternative. Build workflow automation without spending time and money.,13851,,,2026-02-11T19:53:04Z,76.8,anchor_html
market_research_competitive_intel,Market Research & Competitive Intelligence,mendableai/firecrawl,https://github.com/mendableai/firecrawl,"🔥 Search, scrape, and clean the web for AI agents. - firecrawl/firecrawl",123326,,,2026-05-23T13:15:42Z,96.5,anchor_html
market_research_competitive_intel,Market Research & Competitive Intelligence,microsoft/markitdown,https://github.com/microsoft/markitdown,Python tool for converting files and office documents to Markdown.,124781,,,2026-04-20T17:52:20Z,92.8,anchor_html
market_research_competitive_intel,Market Research & Competitive Intelligence,sansan0/TrendRadar,https://github.com/sansan0/TrendRadar,"⭐AI-driven public opinion & trend monitor with multi-platform aggregation, RSS, and smart alerts.🎯 告别信息过载，你的 AI 舆情监控助手与热点筛选工具！聚合多平台热点 +  RSS 订阅，支持关键词精准筛选。AI 智能筛选新闻 + AI 翻译 +  AI 分析简报直推手机，也支持接入 MCP 架构，赋能 AI 自然语言对话分析、情感洞察与趋势预测等。支持 Docker ，数据本地/云端自持。集成微信/飞书/钉钉/Telegram/邮件/ntfy/bark/slack 等渠道智能推送。",58076,,,2026-05-23T12:28:32Z,92.7,anchor_html
market_research_competitive_intel,Market Research & Competitive Intelligence,lissy93/web-check,https://github.com/lissy93/web-check,🕵️‍♂️ All-in-one OSINT tool for analysing any website,33156,TypeScript,,2026-05-23T14:09:00Z,89.9,search_html+anchor
market_research_competitive_intel,Market Research & Competitive Intelligence,dgtlmoon/changedetection.io,https://github.com/dgtlmoon/changedetection.io,"Best and simplest tool for website change detection, web page monitoring, and website change alerts. Perfect for tracking content changes, price drops, restock alerts, and website defacement monitoring—all for free or enjoy our SaaS plan!",31672,,,2026-05-23T13:33:17Z,89.7,anchor_html
market_research_competitive_intel,Market Research & Competitive Intelligence,ArchiveBox/ArchiveBox,https://github.com/ArchiveBox/ArchiveBox,"🗃 Open source self-hosted web archiving. Takes URLs/browser history/bookmarks/Pocket/Pinboard/etc., saves HTML, JS, PDFs, media, and more...",27529,,,2026-05-22T00:59:42Z,89.0,anchor_html
